order_id,customer_name,order_date,product,category,quantity,price,region
1089,Karthik,10-12-2022,Canon DSLR,Wearables,4,579.32,North
1090,Rahul,7-7-2023,iPhone 13,Books,1,1999.82,East
1091,Manoj,2-11-2022,Samsung A52,Books,1,1904.26,South
1092,Asha,9-2-2022,Kindle,Accessories,2,999.77,North
1093,Vikram,12/18/2023,Dell Laptop,Wearables,3,1557.11,South
1094,Vikram,4/28/2022,Kindle,Books,2,1932.97,North
1095,Vikram,8/13/2023,iPhone 13,Laptops,4,853.64,South
1096,Ravi,10-5-2023,Kindle,Books,2,293.61,East
1097,Vikram,2-12-2022,Samsung A52,Printers,3,1112.22,East
1098,Ravi,12/16/2022,HP Printer,Books,1,1714.19,West
1099,Ravi,10/13/2023,MacBook Air,Laptops,4,1443.89,West
1100,Divya,10-4-2022,HP Printer,Books,5,1635.58,West
1101,Rahul,8/30/2023,MacBook Air,Books,3,712.38,South
1102,Ravi,9-7-2022,Sony Headphones,Wearables,4,1182.71,West
1103,Karthik,11/29/2022,iPhone 13,Wearables,2,1026.34,East
1104,Priya,9-3-2023,Canon DSLR,Laptops,3,1156,South
1105,Ravi,2/21/2023,Dell Laptop,Books,4,1154.83,South
1106,Rahul,1/18/2022,Mi Band,Wearables,1,659.05,West
1107,Manoj,8/19/2023,Sony Headphones,Books,3,999.19,East
1108,Sneha,12/27/2022,HP Printer,Laptops,4,614.74,East
1109,Manoj,7/17/2022,Samsung A52,Books,3,327.15,South
1110,Manoj,5-11-2023,Dell Laptop,Books,3,1476.71,East
1111,Ravi,8/21/2022,Dell Laptop,Laptops,3,440.94,North
1112,Meena,2/16/2022,AirPods Pro,Laptops,1,1151.38,South
1113,Rahul,8-11-2023,Samsung A52,Phones,3,991.85,West
1114,Karthik,9/16/2022,AirPods Pro,Phones,4,316.77,North
1115,Sneha,8/14/2023,Mi Band,Phones,1,388.28,East
1116,Ravi,7/26/2023,Dell Laptop,Phones,4,1252,South
1117,Meena,3/30/2023,MacBook Air,Wearables,3,1734.32,West
1118,Priya,3-3-2022,Kindle,Printers,5,1924.21,North
1119,Manoj,11-8-2023,Dell Laptop,Laptops,1,398.41,South
1120,Meena,1-3-2022,Samsung A52,Accessories,4,955.96,West
1121,Priya,10/23/2022,iPhone 13,Accessories,3,1435.68,West
1122,Ravi,10-3-2023,Dell Laptop,Laptops,5,1356.25,South
1123,Sneha,8/19/2022,Samsung A52,Printers,2,1825.98,South
1124,Ravi,11-11-2022,iPhone 13,Accessories,5,1523.02,East
1125,Rahul,12-7-2023,Samsung A52,Wearables,3,1429.49,East
1126,Meena,3/25/2023,HP Printer,Wearables,1,1236.27,West
1127,Karthik,1/27/2022,Kindle,Laptops,1,534.96,North
1128,Priya,6/29/2022,Kindle,Phones,4,1086.03,West
1129,Priya,3/23/2023,AirPods Pro,Printers,4,1941.2,West
1130,Karthik,11/25/2022,MacBook Air,Laptops,1,1729.69,East
1131,Sneha,11-10-2023,Mi Band,Laptops,4,1645.78,North
1132,Rahul,9/16/2022,Samsung A52,Laptops,3,320.25,West
1133,Meena,7-10-2023,iPhone 13,Books,4,885.17,South
1134,Meena,5/26/2023,Canon DSLR,Printers,4,1543.98,South
1135,Priya,10/22/2022,HP Printer,Accessories,4,1773.61,West
1136,Ravi,9/16/2023,iPhone 13,Books,2,1448.59,East
1137,Meena,2/22/2023,iPhone 13,Printers,1,526.93,North
1138,Rahul,6-7-2022,Samsung A52,Books,4,1872.04,East
1139,Meena,5-10-2023,Sony Headphones,Wearables,4,563.09,South
1140,Sneha,6-5-2023,Dell Laptop,Printers,2,1741.65,East
1141,Sneha,10-1-2022,Canon DSLR,Printers,1,637.39,East
1142,Vikram,5/17/2023,Kindle,Books,2,948.44,West
1143,Karthik,7-11-2023,Canon DSLR,Printers,4,965.15,East
1144,Manoj,1/28/2023,Dell Laptop,Printers,2,1726.42,West
1145,Asha,4/30/2023,Canon DSLR,Books,4,833.55,South
1146,Rahul,5/30/2023,iPhone 13,Accessories,5,730.79,North
1147,Rahul,4/13/2023,Samsung A52,Printers,1,1472.64,West
1148,Divya,9/29/2022,Samsung A52,Wearables,3,1284.19,West
1149,Ravi,7-1-2023,Canon DSLR,Books,4,1912.87,West
1150,Meena,3-12-2022,iPhone 13,Printers,2,1299.21,East
1151,Manoj,4-11-2022,Samsung A52,Wearables,1,942.99,East
1152,Asha,2/27/2022,iPhone 13,Laptops,3,781.08,West
1153,Divya,2/26/2023,Dell Laptop,Printers,5,1395.42,South
1154,Divya,9/17/2023,AirPods Pro,Phones,4,1277.45,South
1155,Rahul,8/26/2022,Kindle,Accessories,4,1312.02,West
1156,Priya,10/22/2022,iPhone 13,Wearables,5,400.15,West
1157,Karthik,10/17/2023,Kindle,Laptops,4,1411.6,West
1158,Priya,5-10-2023,Dell Laptop,Wearables,1,550.69,East
1159,Vikram,10/30/2022,Sony Headphones,Books,1,1958.09,West
1160,Priya,12-4-2023,iPhone 13,Printers,1,1830.17,West
1161,Priya,12/27/2022,Dell Laptop,Printers,2,1309.57,East
1162,Divya,10/24/2023,Samsung A52,Books,1,686.97,West
1163,Asha,5/15/2022,Kindle,Laptops,1,1828.29,East
1164,Sneha,5/16/2022,AirPods Pro,Accessories,5,1765.28,East
1165,Meena,6/18/2022,HP Printer,Laptops,3,1836.69,West
1166,Priya,4/25/2023,Canon DSLR,Phones,1,367.44,South
1167,Sneha,4-3-2022,HP Printer,Laptops,4,126.45,North
1168,Rahul,11/20/2023,Canon DSLR,Books,3,1210.66,East
1169,Ravi,1/26/2022,Dell Laptop,Wearables,5,1780.05,East
1170,Vikram,3-6-2022,Dell Laptop,Books,4,1827.84,East
1171,Sneha,2/16/2022,Samsung A52,Accessories,1,678.29,West
1172,Ravi,7-5-2023,Samsung A52,Accessories,2,838.43,East
1173,Meena,6-8-2022,MacBook Air,Printers,4,1344.35,West
1174,Vikram,2-3-2022,MacBook Air,Laptops,3,512.81,West
1175,Manoj,12-4-2023,Canon DSLR,Phones,3,1134.49,East
1176,Asha,7/14/2022,MacBook Air,Laptops,1,1903.12,West
1177,Ravi,10/17/2023,Dell Laptop,Books,5,1945.08,North
1178,Karthik,8-2-2023,Dell Laptop,Accessories,2,230.36,South
1179,Vikram,12-3-2022,Dell Laptop,Accessories,2,1598.42,North
1180,Priya,7-8-2023,AirPods Pro,Accessories,3,1617.18,North
1181,Asha,1-2-2023,AirPods Pro,Phones,2,1218.82,North
1182,Divya,5-10-2022,Sony Headphones,Phones,4,1099.56,North
1183,Rahul,6-10-2023,Mi Band,Laptops,5,307.2,South
1184,Vikram,11-6-2023,iPhone 13,Books,5,673.1,North
1185,Asha,3/13/2023,Mi Band,Wearables,1,1031.51,West
1186,Ravi,9/15/2023,Samsung A52,Laptops,2,224.8,East
1187,Vikram,12/31/2023,Kindle,Printers,3,823.72,East
1188,Rahul,3/17/2023,HP Printer,Printers,1,1606.88,North
1189,Meena,4-8-2023,Dell Laptop,Wearables,2,886.25,West
1190,Sneha,4-8-2022,MacBook Air,Books,3,910.85,East
1191,Karthik,5-1-2023,AirPods Pro,Books,1,273.33,North
1192,Ravi,1/17/2023,MacBook Air,Phones,2,1157.1,East
1193,Ravi,11/13/2023,MacBook Air,Laptops,4,1749.38,North
1194,Priya,12/27/2022,Kindle,Laptops,1,1198.05,South
1195,Divya,4/21/2022,Mi Band,Accessories,3,1706.21,East
1196,Ravi,8/20/2022,Sony Headphones,Printers,4,1705.79,North
1197,Vikram,7-4-2022,Sony Headphones,Phones,3,1435.13,East
1198,Karthik,7-5-2022,Canon DSLR,Phones,2,1176.01,West
1199,Ravi,10-11-2023,AirPods Pro,Books,1,274.34,South
1200,Sneha,12/16/2022,MacBook Air,Wearables,2,803.1,East
1201,Vikram,2/23/2022,Kindle,Phones,2,399.08,North
1202,Ravi,11-9-2023,Sony Headphones,Wearables,4,1022.76,West
1203,Sneha,6-9-2023,Sony Headphones,Accessories,1,755.83,North
1204,Priya,6/24/2023,Kindle,Wearables,3,186.29,West
1205,Vikram,7/29/2022,iPhone 13,Phones,3,1896.12,South
1206,Priya,5-3-2022,Sony Headphones,Laptops,1,1045.03,West
1207,Divya,6/30/2023,AirPods Pro,Wearables,2,1050.5,East
1208,Ravi,2/13/2022,MacBook Air,Books,4,135.61,North
1209,Karthik,8-11-2023,Kindle,Wearables,4,1448.05,West
1210,Priya,1/22/2022,Samsung A52,Wearables,3,426.56,West
1211,Karthik,4/19/2022,Samsung A52,Wearables,2,927.79,West
1212,Meena,11/14/2022,Samsung A52,Wearables,3,520.99,South
1213,Ravi,4/27/2022,HP Printer,Books,5,1068.91,East
1214,Karthik,4/16/2022,AirPods Pro,Accessories,2,586.34,South
1215,Vikram,3/19/2022,AirPods Pro,Books,2,1907.46,West
1216,Rahul,4-5-2023,Kindle,Printers,5,1321.68,East
1217,Karthik,3-11-2022,AirPods Pro,Wearables,4,940.2,East
1218,Priya,12/27/2022,Kindle,Phones,5,240.96,West
1219,Rahul,1/13/2023,iPhone 13,Phones,3,245.79,North
1220,Vikram,1/29/2023,Kindle,Printers,4,1202.63,North
1221,Rahul,7-12-2022,Kindle,Books,3,1249.51,South
1222,Asha,12/18/2022,Mi Band,Phones,1,1058.64,South
1223,Asha,3/25/2023,Dell Laptop,Books,4,1095.73,South
1224,Karthik,2-1-2023,Canon DSLR,Laptops,4,1571.48,North
1225,Karthik,4-7-2022,Samsung A52,Laptops,5,1388.92,East
1226,Priya,12-8-2022,Kindle,Accessories,1,1207.21,South
1227,Karthik,12/17/2023,Sony Headphones,Books,4,345.01,North
1228,Priya,10/21/2023,HP Printer,Wearables,3,1645.05,North
1229,Sneha,1/19/2022,HP Printer,Laptops,3,686.85,South
1230,Karthik,8/20/2022,Mi Band,Accessories,2,394.4,East
1231,Ravi,6/24/2023,HP Printer,Printers,1,1357.67,South
1232,Vikram,6/16/2022,MacBook Air,Accessories,2,1679.56,South
1233,Rahul,1-9-2023,iPhone 13,Wearables,2,1942.22,East
1234,Rahul,9-2-2022,Dell Laptop,Printers,3,1934.63,West
1235,Manoj,8-8-2023,Canon DSLR,Books,4,977.19,East
1236,Sneha,3-5-2023,HP Printer,Printers,2,1652.09,South
1237,Priya,5-8-2023,iPhone 13,Books,3,1153.63,North
1238,Meena,3/27/2022,Samsung A52,Laptops,2,618.3,South
1239,Sneha,4-7-2023,Samsung A52,Accessories,3,1867.9,West
1240,Asha,1/18/2023,MacBook Air,Printers,2,833.72,North
1241,Karthik,11/23/2022,Dell Laptop,Phones,1,1694.43,East
1242,Divya,10/21/2022,AirPods Pro,Phones,4,1422.54,South
1243,Rahul,1-6-2022,Mi Band,Printers,1,136.11,South
1244,Divya,9/16/2023,HP Printer,Books,5,904.18,East
1245,Manoj,2/18/2022,Sony Headphones,Phones,2,897.67,West
1246,Ravi,9-4-2023,Samsung A52,Wearables,5,131.23,South
1247,Divya,1-2-2022,Sony Headphones,Wearables,5,770.35,West
1248,Divya,1-5-2023,Samsung A52,Printers,1,1911.47,North
1249,Sneha,10/13/2023,Mi Band,Phones,4,1963.97,East
1250,Asha,12/20/2022,Canon DSLR,Phones,2,1492.59,North
1251,Vikram,2/15/2022,Canon DSLR,Accessories,3,1137.43,South
1252,Rahul,7-6-2022,Mi Band,Books,2,219.89,West
1253,Asha,2/14/2022,Sony Headphones,Accessories,2,1783,East
1254,Priya,7-11-2023,HP Printer,Wearables,4,581.3,South
1255,Priya,11-3-2023,Canon DSLR,Phones,3,619.11,East
1256,Sneha,3/27/2023,MacBook Air,Books,4,744.17,South
1257,Rahul,6/16/2023,Mi Band,Laptops,3,1622.18,West
1258,Ravi,7-4-2022,MacBook Air,Printers,5,658.16,North
1259,Ravi,10/30/2022,Canon DSLR,Books,3,947.24,West
1260,Divya,4-3-2023,Mi Band,Laptops,1,1480.95,East
1261,Vikram,10/17/2023,MacBook Air,Laptops,1,242.58,West
1262,Karthik,11/27/2023,HP Printer,Books,2,1910.3,South
1263,Vikram,5-10-2022,Mi Band,Phones,1,548.39,East
1264,Karthik,2-3-2022,MacBook Air,Printers,5,391.53,West
1265,Karthik,3/20/2022,Canon DSLR,Wearables,5,361.62,East
1266,Sneha,10/13/2022,Canon DSLR,Books,2,1924.99,North
1267,Divya,2-1-2023,Mi Band,Printers,5,323.75,East
1268,Rahul,10/20/2022,Dell Laptop,Printers,4,480.34,South
1269,Ravi,1-1-2024,Mi Band,Accessories,4,1994.8,East
1270,Karthik,7-10-2023,Samsung A52,Printers,3,1793.53,South
1271,Divya,8/18/2022,Canon DSLR,Printers,1,1971.75,South
1272,Manoj,1-5-2023,Mi Band,Phones,5,1187.33,West
1273,Meena,3/30/2022,AirPods Pro,Printers,1,687.65,West
1274,Meena,8-12-2023,MacBook Air,Wearables,1,338.12,East
1275,Ravi,11/28/2023,Mi Band,Wearables,5,754.58,South
1276,Divya,2/26/2022,MacBook Air,Printers,1,1084.39,East
1277,Divya,12/28/2023,AirPods Pro,Laptops,2,757.44,East
1278,Ravi,10/13/2023,Sony Headphones,Accessories,5,621.46,East
1279,Vikram,5/30/2023,HP Printer,Phones,2,1224.44,South
1280,Divya,9-12-2023,Kindle,Books,3,1700.81,North
1281,Asha,10/19/2023,Samsung A52,Phones,5,602.85,South
1282,Vikram,10/17/2023,MacBook Air,Printers,1,1046.27,East
1283,Priya,12-3-2023,Mi Band,Accessories,4,665.12,North
1284,Asha,3-2-2023,AirPods Pro,Wearables,4,982.44,East
1285,Vikram,11/23/2022,AirPods Pro,Laptops,3,1953.21,South
1286,Karthik,4/19/2022,HP Printer,Printers,3,559.3,North
1287,Priya,5/25/2022,Mi Band,Accessories,1,196.15,West
1288,Vikram,6/13/2022,MacBook Air,Accessories,3,1874.13,East
1289,Manoj,6-12-2023,AirPods Pro,Wearables,4,1047.64,East
1290,Rahul,2-7-2023,iPhone 13,Phones,5,968.74,South
1291,Manoj,2/19/2022,Kindle,Laptops,1,634.58,West
1292,Priya,4/21/2022,HP Printer,Phones,4,354.48,East
1293,Karthik,2/16/2022,MacBook Air,Laptops,4,197.2,South
1294,Karthik,3/17/2022,HP Printer,Laptops,4,1058.09,East
1295,Vikram,5-12-2022,Kindle,Phones,1,848.42,East
1296,Meena,7/23/2022,Canon DSLR,Accessories,5,1067.33,North
1297,Asha,1-1-2024,iPhone 13,Accessories,3,1627.54,West
1298,Divya,5/24/2022,Kindle,Printers,3,1869.6,East
1299,Divya,11-3-2022,MacBook Air,Printers,5,739.11,West
1300,Vikram,1/18/2022,Sony Headphones,Wearables,3,729.36,North
1301,Sneha,12-6-2023,Kindle,Laptops,1,1234.13,East
1302,Vikram,2/22/2022,Kindle,Accessories,5,1012.85,West
1303,Divya,8-10-2023,Dell Laptop,Phones,1,462.49,West
1304,Karthik,2/27/2023,MacBook Air,Accessories,2,879.72,West
1305,Asha,8-1-2022,AirPods Pro,Printers,5,717.59,West
1306,Meena,6/27/2022,MacBook Air,Laptops,4,1833.04,East
1307,Meena,11/29/2023,Canon DSLR,Books,3,1259.15,South
1308,Manoj,11-2-2022,Sony Headphones,Printers,2,1888.82,East
1309,Priya,12/23/2023,Dell Laptop,Books,4,702.38,East
1310,Meena,5-5-2022,Sony Headphones,Laptops,5,1385.58,West
1311,Sneha,10/25/2022,Canon DSLR,Accessories,1,646.5,North
1312,Karthik,9/20/2022,Mi Band,Books,4,506.57,East
1313,Meena,4/22/2022,Sony Headphones,Accessories,5,1507.69,South
1314,Manoj,6/28/2023,iPhone 13,Books,2,1312.09,North
1315,Ravi,4/29/2023,MacBook Air,Laptops,1,1394.26,South
1316,Asha,2/21/2023,HP Printer,Accessories,4,1007.15,South
1317,Priya,10/24/2023,Canon DSLR,Laptops,1,1825.08,North
1318,Vikram,2-8-2022,Dell Laptop,Printers,2,893.98,South
1319,Asha,7-10-2022,MacBook Air,Wearables,3,1765.81,North
1320,Priya,4/20/2022,Kindle,Printers,3,640.67,West
1321,Divya,10-7-2022,HP Printer,Wearables,2,1636.75,East
1322,Divya,9/21/2022,Mi Band,Books,2,126.76,East
1323,Priya,7/17/2022,Kindle,Books,2,1260.81,West
1324,Sneha,3/30/2022,HP Printer,Laptops,4,1371.59,South
1325,Divya,9-12-2022,Mi Band,Laptops,1,595.49,South
1326,Rahul,11-6-2022,Sony Headphones,Laptops,5,1473.48,North
1327,Priya,8/30/2022,Canon DSLR,Books,1,1368.79,West
1328,Priya,12-4-2023,AirPods Pro,Wearables,5,1853.9,East
1329,Ravi,9/22/2023,Sony Headphones,Laptops,2,516.34,South
1330,Rahul,9/13/2023,AirPods Pro,Wearables,3,890.11,West
1331,Meena,11/28/2023,Dell Laptop,Accessories,5,1758.96,North
1332,Meena,12/22/2023,Mi Band,Printers,3,248.4,North
1333,Asha,7/27/2022,HP Printer,Printers,5,1119.65,South
1334,Karthik,4/30/2022,HP Printer,Wearables,2,1462.14,West
1335,Ravi,2/26/2022,HP Printer,Wearables,4,350.69,West
1336,Rahul,7/27/2023,Kindle,Phones,4,1378.26,East
1337,Asha,1-4-2022,MacBook Air,Laptops,2,1198.79,North
1338,Sneha,3-7-2022,Canon DSLR,Books,5,1988.83,North
1339,Rahul,2/23/2023,iPhone 13,Laptops,2,1561.05,West
1340,Karthik,1/22/2023,MacBook Air,Wearables,4,252.47,South
1341,Karthik,7-5-2023,Samsung A52,Accessories,4,1104.8,South
1342,Asha,4/20/2023,iPhone 13,Laptops,5,905.84,West
1343,Manoj,12/21/2022,Dell Laptop,Wearables,2,623.73,North
1344,Asha,1/17/2022,MacBook Air,Printers,2,491.56,North
1345,Vikram,9-5-2023,iPhone 13,Wearables,1,564.99,North
1346,Sneha,7-7-2023,Mi Band,Accessories,2,1533.33,North
1347,Divya,8/28/2022,HP Printer,Laptops,5,705.92,East
1348,Manoj,11-8-2023,Sony Headphones,Accessories,5,519.98,East
1349,Priya,8/29/2023,iPhone 13,Printers,2,1289.39,West
1350,Meena,12/19/2022,Mi Band,Phones,4,1593.03,East
1351,Sneha,11-4-2022,MacBook Air,Accessories,4,449.37,West
1352,Manoj,12/26/2023,Dell Laptop,Laptops,2,1630.97,North
1353,Meena,7/25/2023,MacBook Air,Wearables,5,354.78,South
1354,Priya,10/25/2023,Dell Laptop,Laptops,1,1852.23,East
1355,Ravi,7/15/2022,HP Printer,Books,1,610.08,North
1356,Ravi,11/19/2023,Dell Laptop,Printers,5,512.33,South
1357,Karthik,8-5-2022,Sony Headphones,Phones,2,1927.95,North
1358,Rahul,9-11-2023,Dell Laptop,Books,2,853.6,South
1359,Meena,1/25/2023,Canon DSLR,Laptops,4,1113.94,East
1360,Priya,6-10-2023,Sony Headphones,Laptops,4,985.41,West
1361,Karthik,11/17/2022,Dell Laptop,Laptops,4,186.86,South
1362,Divya,7/21/2023,iPhone 13,Laptops,5,1200.37,West
1363,Priya,12-4-2022,AirPods Pro,Accessories,2,821.7,South
1364,Rahul,12-3-2023,HP Printer,Books,3,588.92,West
1365,Rahul,12/27/2022,Mi Band,Accessories,2,365.92,West
1366,Divya,3-2-2022,HP Printer,Books,5,164.27,North
1367,Asha,5/21/2022,iPhone 13,Wearables,2,229.14,South
1368,Asha,4-12-2023,Dell Laptop,Printers,3,214.86,West
1369,Rahul,6/29/2023,iPhone 13,Phones,5,881.54,North
1370,Meena,10/21/2022,Sony Headphones,Printers,1,1054.21,West
1371,Divya,6/21/2023,Samsung A52,Phones,2,557.84,East
1372,Karthik,3/22/2022,Sony Headphones,Wearables,3,1922.67,West
1373,Vikram,8/20/2022,Dell Laptop,Books,3,1399.68,North
1374,Asha,1/24/2023,Samsung A52,Wearables,4,1150.13,North
1375,Asha,5/27/2023,AirPods Pro,Phones,4,1325.32,East
1376,Vikram,2/13/2022,Samsung A52,Printers,2,501.69,West
1377,Priya,12-2-2023,iPhone 13,Phones,3,1808.69,North
1378,Divya,8-1-2022,Canon DSLR,Phones,5,373.96,West
1379,Ravi,8-1-2023,Sony Headphones,Accessories,2,1176.72,West
1380,Meena,5/24/2022,Canon DSLR,Wearables,1,1051.51,East
1381,Asha,8/26/2022,Samsung A52,Wearables,1,747.13,West
1382,Karthik,10-7-2022,iPhone 13,Books,4,1032.15,East
1383,Meena,7-10-2022,MacBook Air,Wearables,5,1355.28,North
1384,Vikram,1-1-2024,Sony Headphones,Accessories,1,255.87,South
1385,Sneha,2-3-2023,AirPods Pro,Books,3,785.33,North
1386,Asha,1-4-2023,Sony Headphones,Wearables,3,294.24,North
1387,Divya,7/25/2023,MacBook Air,Wearables,5,1073.64,North
1388,Asha,7/22/2023,Samsung A52,Laptops,1,1234.16,East
1389,Sneha,2/28/2023,iPhone 13,Laptops,4,1580.42,South
1390,Vikram,12-3-2023,HP Printer,Accessories,4,422.05,East
1391,Priya,5/30/2022,Sony Headphones,Wearables,1,417.69,East
1392,Sneha,3/20/2022,Sony Headphones,Wearables,3,578.23,South
1393,Rahul,7/20/2022,Kindle,Printers,4,303.25,East
1394,Asha,9/28/2023,MacBook Air,Laptops,4,1627.75,East
1395,Rahul,10/29/2023,Canon DSLR,Wearables,5,358.64,East
1396,Vikram,11/18/2022,Dell Laptop,Wearables,2,1932.69,East
1397,Priya,9-6-2022,Mi Band,Printers,3,814.51,West
1398,Karthik,7/24/2022,Samsung A52,Printers,5,1994.8,South
1399,Meena,4/18/2023,iPhone 13,Books,2,933.06,East
1400,Ravi,5/27/2023,MacBook Air,Books,2,1303.34,South
1401,Priya,3-10-2023,AirPods Pro,Books,4,240.53,West
1402,Vikram,6-3-2023,MacBook Air,Printers,4,1132.93,East
1403,Meena,3/29/2022,Kindle,Books,1,1561.01,East
1404,Divya,7/31/2023,Kindle,Phones,4,1936.94,East
1405,Sneha,4-11-2022,Samsung A52,Phones,3,521.8,South
